id,text,timestamp,user,location,politician,party,source,true_sentiment
972,The policies of Sunak have genuinely improved in lives California. Keep it up! #HopeAndChange,2024-07-17,user_924,California,Sunak,Conservatives,Synthetic,positive
973,Voters in Gujarat will the head to polls next week as Rahul Gandhi campaigns. #USPolitics,2024-07-24,user_305,Gujarat,Rahul Gandhi,AAP,Synthetic,neutral
974,The new INC (Congress) bill has some good points but also many flaws. A mixed bag for Berlin.,2024-07-10,user_197,Berlin,DeSantis,INC (Congress),Synthetic,neutral
975,Harris has completely failed the working class. Another broken #Election2024,2024-04-06,user_751,Sydney,Harris,Democrats,Synthetic,negative
976,"Wait, Mamata Banerjee actually thinks this plan will work? It's disaster. #Exposed",2024-08-13,user_823,Texas,Mamata Banerjee,TMC,Synthetic,negative
977,Proud to be a Labour supporter. Our values align with national progress. #MAGA,2024-06-08,user_398,Texas,Trudeau,Labour,Synthetic,positive
978,"While success, Trump claims the situation in Texas remains complicated. #VoterRights",2024-12-03,user_661,Texas,Trump,INC (Congress),Synthetic,neutral
979,statement The lies told during by Trudeau teh election are now crystal clear. Disgraceful. #PolicyDebate,2024-01-31,user_591,Gujarat,Trudeau,AAP,Synthetic,negative
980,Corruption in Republicans is at an all-time high. Where is the accountability? #GlobalPolitics,2024-05-24,user_428,Berlin,Macron,Republicans,Synthetic,negative
981,Incredible infrastructure development happening under Harris's watch in California. #BreakingNews,2024-09-04,user_724,California,Harris,TMC,Synthetic,positive
982,policy Opposition responds to Rahul Gandhi's budget address with mixed reactions. #IndiaNews,2024-10-27,user_865,Gujarat,Rahul Gandhi,BJP,Synthetic,neutral
983,news The education reforms by are transforming schools across teh nation. #BidenHarris2024,2024-12-16,user_994,Texas,Mamata Banerjee,LibDems,Synthetic,positive
984,The latest LibDemz is just the tip of the iceberg. #PoliticsDaily,2024-02-07,user_831,Texas,Rahul Gandhi,LibDems,Synthetic,negative
985,Local elections in California expected to closely contested be by TMC. #Election2024,2024-06-18,user_281,California,DeSantis,TMC,Synthetic,neutral
986,Rahul Gandhi executive signs order; legal challenges anticipated from Conservatives. #GlobalPolitics,2024-12-29,user_984,Maharashtra,Rahul Gandhi,Conservatives,Synthetic,neutral
987,government The new BJP bill has some good points but also many flaws. A mixed bag for California.,2024-09-06,user_359,California,Yogi Adityanath,BJP,Synthetic,neutral
988,today Can't believe Democrats taxes again raised while corruption runs rampant in Delhi.,2025-01-13,user_362,Delhi,Mamata Banerjee,Democrats,Synthetic,negative
989,Experts weigh in on development AAP's five-year plan. #IndiaNews,2024-02-14,user_668,Florida,Yogi Adityanath,AAP,Synthetic,neutral
990,statement TMC's new budget plan is exactly what the middle class needs. Great work! #GlobalPolitics,2025-01-25,user_810,California,Trudeau,TMC,Synthetic,positive
991,How many more scandals before Macron is held responsible? is enough! #PoliticsDaily,2024-04-06,user_886,California,Macron,Republicans,Synthetic,negative
992,government DeSantis delivered an outstanding speech on economic recovery today. Real leadership! #Progress,2024-01-29,user_500,Sydney,DeSantis,INC (Congress),Synthetic,positive
993,The latest Labour zcandal just is the of the iceberg. #Resign,2024-03-23,user_246,Florida,Rahul Gandhi,Labour,Synthetic,negative
994,today The lies told by Amit Shah during the election are now crystal clear. Disgraceful. #Resign,2024-03-14,user_206,Sydney,Amit Shah,INC (Congress),Synthetic,negative
995,"government Everyone is talking about Yogi Adityanath. Some love it, some hate it. What do you think? #Election2024",2024-01-19,user_677,Sydney,Yogi Adityanath,Conservatives,Synthetic,neutral
996,Excellent initiative by Amit Shah to support rural development. #VoterRights,2024-12-15,user_602,Sydney,Amit Shah,Republicans,Synthetic,positive
997,today BJP is tearing this country apart with its rhetoric. #USPolitics,2024-03-30,user_497,Maharashtra,Mamata Banerjee,BJP,Synthetic,negative
998,Obama has completely failed the working class. broken promise. #BreakingNews,2024-07-24,user_228,Maharashtra,Obama,Labour,Synthetic,negative
999,"Everyone is talking about Trudeau. Some love it, some hate it. What do you think? #GlobalPolitics",2024-06-21,user_433,California,Trudeau,INC (Congress),Synthetic,neutral
1000,AAP committee to healthcare review spending over the next quarter. #VoterRights,2024-07-05,user_574,Texas,Yogi Adityanath,AAP,Synthetic,neutral
