id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count
331,"""Would the bigger story be 3rd straight major for @user or win by an am from Ireland, Paul Dunne, @user Hmmm""",2024-03-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Conservatives,False,would bigger story 3rd straight major win ireland paul dunne hmmm,"['would', 'bigger', 'story', '3rd', 'straight', 'major', 'win', 'ireland', 'paul', 'dunne', 'hmmm']",11,65
332,"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",2024-04-13,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,air surprisingly juvenile lark popinfluenced prank whose charm immediately apparent wear thin repetition,"['air', 'surprisingly', 'juvenile', 'lark', 'popinfluenced', 'prank', 'whose', 'charm', 'immediately', 'apparent', 'wear', 'thin', 'repetition']",13,104
333,"""I had this written at like half 6 today and almost forgot to post it!   Featuring Wilco, Ant-Man, WHAS and more.""",2024-08-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,written like half today almost forgot post featuring wilco antman whas,"['written', 'like', 'half', 'today', 'almost', 'forgot', 'post', 'featuring', 'wilco', 'antman', 'whas']",11,70
334,Sampdoria-Milan: The Rossoneri squad: Here is the squad of Milan. AC Milan face U.C. Sampdoria on Thursday eve...,2025-02-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,sampdoriamilan rossoneri squad squad milan ac milan face uc sampdoria thursday eve,"['sampdoriamilan', 'rossoneri', 'squad', 'squad', 'milan', 'ac', 'milan', 'face', 'uc', 'sampdoria', 'thursday', 'eve']",12,82
335,Can anyone take me home from the alonso game tomorrow,2025-01-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,anyone take home alonso game tomorrow,"['anyone', 'take', 'home', 'alonso', 'game', 'tomorrow']",6,37
336,"""To compare, Anderson Silva also has won 8 bonuses and made $475,000. If Lytle gets a bonus tonight, the $65k would be his 2nd biggest one.""",2024-09-15,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,compare anderson silva also won bonus made 475000 lytle get bonus tonight 65k would 2nd biggest one,"['compare', 'anderson', 'silva', 'also', 'won', 'bonus', 'made', '475000', 'lytle', 'get', 'bonus', 'tonight', '65k', 'would', '2nd', 'biggest', 'one']",17,99
337,"""Watching \""""Red Tails\"""" 4 the 1st time""",2024-09-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,watching red tail 1st time,"['watching', 'red', 'tail', '1st', 'time']",5,26
338,Gucci - Sun Valley! #Zone6 what you know about that?,2024-07-26,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,gucci sun valley know,"['gucci', 'sun', 'valley', 'know']",4,21
339,warm and exotic .,2024-03-23,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,warm exotic,"['warm', 'exotic']",2,11
340,I need someone to come see Ed Sheeran with me this Saturday in Dallas,2025-01-19,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,need someone come see ed sheeran saturday dallas,"['need', 'someone', 'come', 'see', 'ed', 'sheeran', 'saturday', 'dallas']",8,48
341,"""Would never vote for Kane for president, mostly with Kim Kardashian as his wife. No way in hell is she going to be the 1st lady""",2025-05-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,would never vote kane president mostly kim kardashian wife no way hell going 1st lady,"['would', 'never', 'vote', 'kane', 'president', 'mostly', 'kim', 'kardashian', 'wife', 'no', 'way', 'hell', 'going', '1st', 'lady']",15,85
342,foster breathes life into a roll that could have otherwise been bland and run of the mill .,2024-06-18,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,foster breathes life roll could otherwise bland run mill,"['foster', 'breathes', 'life', 'roll', 'could', 'otherwise', 'bland', 'run', 'mill']",9,56
343,"@user @user I don't either. Complete mystery. Also, I may have just been chair dancing to Heartbreaker by Mariah Carey.",2025-01-17,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,dont either complete mystery also may chair dancing heartbreaker mariah carey,"['dont', 'either', 'complete', 'mystery', 'also', 'may', 'chair', 'dancing', 'heartbreaker', 'mariah', 'carey']",11,77
344,"like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .",2024-04-27,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,like trapped inside huge video game exciting inane image keep popping past head illogical thing keep happening,"['like', 'trapped', 'inside', 'huge', 'video', 'game', 'exciting', 'inane', 'image', 'keep', 'popping', 'past', 'head', 'illogical', 'thing', 'keep', 'happening']",17,110
345,with such confidence ,2025-01-29,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,confidence,['confidence'],1,10
346,"Following his 2nd round knock-out last night, we make Conor McGregor 4/7 to defeat Jose Aldo...http://t.co/1qZWXTAJ3Y",2024-12-03,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,following 2nd round knockout last night make conor mcgregor 47 defeat jose aldo,"['following', '2nd', 'round', 'knockout', 'last', 'night', 'make', 'conor', 'mcgregor', '47', 'defeat', 'jose', 'aldo']",13,79
347,Awe @user is retiring. 1st pro tennis match I ever watched live was Andy vs Feliciano under the lights in Indian Wells! #goodtimes,2025-03-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,awe retiring 1st pro tennis match ever watched live andy v feliciano light indian well,"['awe', 'retiring', '1st', 'pro', 'tennis', 'match', 'ever', 'watched', 'live', 'andy', 'v', 'feliciano', 'light', 'indian', 'well']",15,86
348,"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .",2024-04-13,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,even rough edge safely sanded american insomnia still pretty darned good,"['even', 'rough', 'edge', 'safely', 'sanded', 'american', 'insomnia', 'still', 'pretty', 'darned', 'good']",11,72
349,keenest pleasures ,2025-01-26,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,keenest pleasure,"['keenest', 'pleasure']",2,16
350,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .",2025-02-17,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,vitality actor keep intensity film high even strafings blend together,"['vitality', 'actor', 'keep', 'intensity', 'film', 'high', 'even', 'strafings', 'blend', 'together']",10,69
351,"End (the myth of) rape culture.  Kurt Cobain may have written ""Rape Me"" as an anti-rape protest song, but...",2024-07-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,end myth rape culture kurt cobain may written rape antirape protest song but,"['end', 'myth', 'rape', 'culture', 'kurt', 'cobain', 'may', 'written', 'rape', 'antirape', 'protest', 'song', 'but']",13,76
352,@user Never trust Comey😡 if it wasn't for him we would have Hillary 😠 F Comey!! Get rid of him,2024-03-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,never trust comey enragedface wasnt would hillary angryface comey get rid,"['never', 'trust', 'comey', 'enragedface', 'wasnt', 'would', 'hillary', 'angryface', 'comey', 'get', 'rid']",11,73
353,If I rise tomorrow and there's no sign of 1) Zayn throwing a public tantrum or 2) Nicki taking over the world then I'm checking out of life,2024-01-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,rise tomorrow there no sign zayn throwing public tantrum nicki taking world im checking life,"['rise', 'tomorrow', 'there', 'no', 'sign', 'zayn', 'throwing', 'public', 'tantrum', 'nicki', 'taking', 'world', 'im', 'checking', 'life']",15,92
354,"a pathetic exploitation film that tries to seem sincere , and just seems worse for the effort .",2024-06-04,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,pathetic exploitation film try seem sincere seems worse effort,"['pathetic', 'exploitation', 'film', 'try', 'seem', 'sincere', 'seems', 'worse', 'effort']",9,62
355,@user fancy going to the leonard cohen concert with me n my madre november 9? It should be heavenly,2024-04-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,fancy going leonard cohen concert madre november heavenly,"['fancy', 'going', 'leonard', 'cohen', 'concert', 'madre', 'november', 'heavenly']",8,57
356,@user @user @user answer to you question = Nazi,2024-07-20,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,answer question nazi,"['answer', 'question', 'nazi']",3,20
357,check your brain and your secret agent decoder ring at the door because you don't want to think too much about what's going on . the movie does has some entertainment value - how much depends on how well you like chris rock .,2024-01-07,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,check brain secret agent decoder ring door dont want think much whats going movie entertainment value much depends well like chris rock,"['check', 'brain', 'secret', 'agent', 'decoder', 'ring', 'door', 'dont', 'want', 'think', 'much', 'whats', 'going', 'movie', 'entertainment', 'value', 'much', 'depends', 'well', 'like', 'chris', 'rock']",22,135
358,John cena and the primetime players vs the The new day members Big E and Kofi Kingston and Seth Rollins now on wwe monday night raw 9/7/2015,2025-02-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,john cena primetime player v new day member big kofi kingston seth rollins wwe monday night raw 972015,"['john', 'cena', 'primetime', 'player', 'v', 'new', 'day', 'member', 'big', 'kofi', 'kingston', 'seth', 'rollins', 'wwe', 'monday', 'night', 'raw', '972015']",18,102
359,"Don't build walls, divest from fossil fuels! Climate Change Will Stir ‘Unimaginable’ Refugee Crisis -https://t.co/dgfcOHjIRZ",2024-03-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,dont build wall divest fossil fuel climate change stir unimaginable refugee crisis,"['dont', 'build', 'wall', 'divest', 'fossil', 'fuel', 'climate', 'change', 'stir', 'unimaginable', 'refugee', 'crisis']",12,82
360,A fine afternoon photographing the Pride parade on Saturday afternoon. #BeHappy #PrideGlasgow #Pride2015,2024-12-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,fine afternoon photographing pride parade saturday afternoon,"['fine', 'afternoon', 'photographing', 'pride', 'parade', 'saturday', 'afternoon']",7,60
361,( the kid 's ) just too bratty for sympathy ,2024-11-15,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,False,kid bratty sympathy,"['kid', 'bratty', 'sympathy']",3,19
362,COP22 Marrakech: Women Rising for Climate Justice #EmilyArasim #UnitedNations,2024-02-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,cop22 marrakech woman rising climate justice,"['cop22', 'marrakech', 'woman', 'rising', 'climate', 'justice']",6,44
363,"I may be biased, I am the author of the novel The Hungry Bachelors Club, self-published in 1994. The screenplay was written by my good friend and hungry bachelor, Fred Dresch, who was the inspiration for the character Marlon in the film. I couldn't be more pleased with the traile",2024-07-28,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,may biased author novel hungry bachelor club selfpublished 1994 screenplay written good friend hungry bachelor fred dresch inspiration character marlon film couldnt pleased traile,"['may', 'biased', 'author', 'novel', 'hungry', 'bachelor', 'club', 'selfpublished', '1994', 'screenplay', 'written', 'good', 'friend', 'hungry', 'bachelor', 'fred', 'dresch', 'inspiration', 'character', 'marlon', 'film', 'couldnt', 'pleased', 'traile']",24,179
364,'s just plain lurid ,2024-10-20,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,False,plain lurid,"['plain', 'lurid']",2,11
365,"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them .",2025-04-20,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,chicago offer much colorful eye candy including spectacle gere dancing shoe hoofing crooning best,"['chicago', 'offer', 'much', 'colorful', 'eye', 'candy', 'including', 'spectacle', 'gere', 'dancing', 'shoe', 'hoofing', 'crooning', 'best']",14,97
366,Not sure if it's 14 august or Eid ul fitar.,2024-06-20,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,not sure 14 august eid ul fitar,"['not', 'sure', '14', 'august', 'eid', 'ul', 'fitar']",7,31
367,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",2025-03-20,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,full world presented onscreen not series carefully structured plot point building pat resolution,"['full', 'world', 'presented', 'onscreen', 'not', 'series', 'carefully', 'structured', 'plot', 'point', 'building', 'pat', 'resolution']",13,96
368,@user and you think the sun shines of out Tony Blair's ass....you are no better than a paid shill,2024-08-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,think sun shine tony blair assyou no better paid shill,"['think', 'sun', 'shine', 'tony', 'blair', 'assyou', 'no', 'better', 'paid', 'shill']",10,54
369,@user @user oh my god I'm obsessed. Soo upset they don't have the 4th season on Netflix though,2024-05-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,oh god im obsessed soo upset dont 4th season netflix though,"['oh', 'god', 'im', 'obsessed', 'soo', 'upset', 'dont', '4th', 'season', 'netflix', 'though']",11,59
370,"@user @user Nazi philosophy defined: Breathtaking douchebag stuff. Also, a form of Socialism",2024-08-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,nazi philosophy defined breathtaking douchebag stuff also form socialism,"['nazi', 'philosophy', 'defined', 'breathtaking', 'douchebag', 'stuff', 'also', 'form', 'socialism']",9,72
